record_id,human_title_abstract,human_final,chatgpt_title_abstract,gemini_title_abstract,chatgpt_full_text_tf,gemini_full_text_tf,chatgpt_title_abstract_missing,gemini_title_abstract_missing,chatgpt_full_text_tf_missing,gemini_full_text_tf_missing
SR3-b54ee7861ff8c352,0,0,0,0,0,0,0,0,1,1
SR3-100778472c853fd0,0,0,0,0,0,0,0,0,1,1
SR3-220a95f6bdce1258,0,0,0,0,0,0,0,0,1,1
SR3-4791cb50749ea22f,0,0,1,0,0,0,0,0,1,1
SR3-8a00c0ca69894317,0,0,0,0,0,0,0,0,1,1
SR3-1dbca5e5af0155b6,0,0,1,1,0,0,0,0,1,1
SR3-753c939ddbc79086,0,0,0,0,0,0,0,0,1,1
SR3-b4d9ce4a7a8a0ec6,0,0,0,1,0,0,0,0,1,1
SR3-1d3ecb5a7291d040,0,0,0,0,0,0,0,0,1,1
SR3-13fede8d511b8b60,0,0,0,0,0,0,0,0,1,1
SR3-5f182fad2478eb64,0,0,0,0,0,0,0,0,1,1
SR3-fad4bc8c6e00684c,0,0,0,0,0,0,0,0,1,1
SR3-462547c62b05f51a,0,0,1,1,1,0,0,0,0,0
SR3-eb8c9e3ac8d89387,0,0,0,0,0,0,0,0,1,1
SR3-2c3ce44ad66aec56,0,0,1,0,0,0,0,0,1,1
SR3-86c241de7a94f7a3,0,0,0,0,0,0,0,0,1,1
SR3-a938d62473d90a2f,0,0,0,0,0,0,0,0,1,1
SR3-a8005215a4c1436b,0,0,1,1,1,1,0,0,0,0
SR3-6005e98c7d363a28,0,0,1,1,0,1,0,0,0,0
SR3-07871a86eb3321f3,0,0,0,0,0,0,0,0,1,1
SR3-10bdc8eb2ed2b193,0,0,0,0,0,0,1,1,0,0
SR3-bef7e9b7203bd01c,0,0,0,0,0,0,0,0,1,1
SR3-9996a576c1585ede,0,0,0,0,0,0,0,0,1,1
SR3-78f1401a6574e73b,0,0,0,0,0,0,0,0,1,1
SR3-a68d93d7e352d654,0,0,0,0,0,0,0,0,1,1
SR3-de06e74c9f9ea046,0,0,1,1,1,1,0,0,0,0
SR3-7596c37344380d05,0,0,0,0,0,0,0,0,1,1
SR3-1fd0999c5aeecf78,0,0,0,0,0,0,0,0,1,1
SR3-ce4d5056a4436cf4,0,0,0,0,0,0,0,0,1,1
SR3-e6aeeb1cbcc747c4,1,0,1,1,1,1,0,0,0,0
SR3-6231f27c9697d64a,1,0,1,1,0,0,0,0,1,1
SR3-987cfedcd7979f4e,0,0,0,1,0,0,0,0,1,1
SR3-f2f2cf0fb69fe383,1,1,1,1,1,1,0,0,0,0
SR3-442708adffa4eabc,0,0,1,1,1,1,0,0,0,0
SR3-3c4f0dfca80fbb32,0,0,0,0,0,0,0,0,1,1
SR3-dea6be65de8d8f3e,0,0,1,0,1,1,0,0,0,0
SR3-aae7a83d7bbc040f,0,0,0,1,0,0,0,0,1,1
SR3-6ce9664435a63ab4,1,0,1,1,0,0,0,0,1,1
SR3-30da00bf4c1c9247,0,0,0,0,0,0,0,0,1,1
SR3-4788a38a8f004915,0,0,0,0,0,0,0,0,1,1
SR3-68e53e129c5955b3,1,0,1,1,0,0,0,0,1,1
SR3-dc51512c3a8aec32,0,0,0,1,0,0,0,0,1,1
SR3-0d8968b9f1baf9f5,0,0,1,1,1,1,0,0,0,0
SR3-3775f53ad3e9150a,0,0,0,1,0,0,0,0,1,1
SR3-199e4deb7725c358,1,0,1,1,0,0,0,0,1,1
SR3-6b4087a1ff74648b,0,0,1,1,0,0,0,0,1,1
SR3-f68b19bbd46835a1,0,0,1,0,0,0,0,0,1,1
SR3-37dadc3a3274a4c0,0,0,0,0,0,0,0,0,1,1
SR3-cb48925a3b79c370,0,0,0,1,0,0,0,0,1,1
SR3-2ba41bbe21cb1cc2,0,0,0,0,0,0,0,0,1,1
SR3-fcdaf2818e63f4c1,0,0,1,1,1,1,0,0,0,0
SR3-2fd75fe7aecafef2,1,1,1,1,1,1,0,0,0,0
SR3-1917174d5ec85152,1,1,1,1,1,1,0,0,0,0
SR3-eb9d83a66edeb5de,1,0,1,1,0,1,0,0,0,0
SR3-2c49f5dfb1537595,0,0,0,0,0,0,0,0,1,1
SR3-0cd6ad24b5c195bd,0,0,1,1,1,1,0,0,0,0
SR3-c4d9b1f7f05bc97d,0,0,0,1,0,0,0,0,1,1
SR3-0fcceb15801160a7,1,0,1,1,1,1,0,0,0,0
SR3-d93862d330e0f306,0,0,0,0,0,0,0,0,1,1
SR3-0ce2209a4b54e380,0,0,0,1,0,0,0,0,1,1
SR3-68b5bdab7d21b390,0,0,0,1,0,0,0,0,1,1
SR3-de6fd9227d1172ea,0,0,0,0,0,0,0,0,1,1
SR3-d8ee4bbda0d59b9e,0,0,1,0,1,1,0,0,0,0
SR3-95f0bcf22fcc87f4,0,0,1,0,0,0,0,0,1,1
SR3-50a571846c37fcb5,0,0,1,0,0,0,0,0,1,1
SR3-d53ca9c0ede80045,0,0,1,1,0,0,0,0,0,0
SR3-81dd387c4dffb4f9,0,0,1,0,1,1,0,0,0,0
SR3-78ee741a3837d6c7,1,0,1,1,1,0,0,0,0,0
SR3-5b08faa9786a46a7,0,0,0,1,0,0,0,0,1,1
SR3-cfd72ca086fe500d,0,0,1,1,1,1,0,0,0,0
SR3-330592e28081c41c,0,0,0,0,0,0,0,0,1,1
SR3-d0ad2c086ddfc46a,0,0,0,0,0,0,0,0,1,1
SR3-47fd3cbb5396606f,0,0,0,0,0,0,0,0,1,1
SR3-9ff3ddc1f58689f4,0,0,0,0,0,0,0,0,1,1
SR3-6c3f187f820ec2c1,0,0,0,0,0,0,0,0,1,1
SR3-2568f4ca50f5a30a,0,0,1,1,1,1,0,0,0,0
SR3-d56dd55350ebd82c,0,0,0,0,0,0,0,0,1,1
SR3-e95da418923d70c2,0,0,0,0,0,0,0,0,1,1
SR3-960f4a204e9a7478,0,0,1,0,0,0,0,0,0,0
SR3-7c155f890a34a8e6,0,0,0,0,0,0,0,0,1,1
SR3-a8cf99a24a5daa70,0,0,0,0,0,0,0,0,1,1
SR3-2157651f5a838dcf,0,0,1,1,0,1,0,0,0,0
SR3-9ac761e3511d3df8,0,0,0,0,0,0,0,0,1,1
SR3-a2ae29f5f126a265,0,0,1,0,1,0,0,0,0,0
SR3-08a5dfef10bfe5f0,0,0,0,0,0,0,0,0,1,1
SR3-a1b57ffea7245172,0,0,0,0,0,0,0,0,1,1
SR3-8af0a13d1eea2825,1,1,1,1,1,1,0,0,0,0
SR3-942d774766884430,0,0,1,0,0,0,0,0,0,0
SR3-d52b934dab75e8b0,0,0,1,1,1,0,0,0,0,0
SR3-67c5bce3a1e479dc,0,0,1,0,1,0,0,0,0,0
SR3-41527f8d287fe03d,0,0,0,1,0,0,0,0,1,1
SR3-68e0b481f2ec5eef,1,1,1,1,1,1,0,0,0,0
SR3-ba1f6687333ce014,0,0,0,0,0,0,0,0,1,1
SR3-44bd21d963fd72ad,0,0,1,1,1,1,0,0,0,0
SR3-4c9eb8bd7eb5ae91,0,0,0,1,0,0,0,0,1,1
SR3-26087dbc3412739c,0,0,0,0,0,0,0,0,1,1
SR3-50759ae1cd9f649b,0,0,0,0,0,0,0,0,1,1
SR3-07ee8088a6423bb5,1,1,1,1,1,1,0,0,0,0
SR3-4083e843b2869196,0,0,0,0,0,0,0,0,1,1
SR3-647f1697168876a4,0,0,0,0,0,0,0,0,1,1
SR3-1855bbdf96e00177,0,0,0,0,0,0,0,0,1,1
SR3-88b4280a32eda90d,1,0,1,1,1,1,0,0,0,0
SR3-41fc2d58f4c9dc2d,1,1,1,1,1,1,0,0,0,0
SR3-f7efb264359e3218,0,0,1,0,0,1,0,0,0,0
SR3-83de2f75585b956c,0,0,1,1,1,1,0,0,0,0
SR3-f94193fa974ad9b8,0,0,0,0,0,0,0,0,1,1
SR3-9d177258e6e79f2d,0,0,1,1,1,1,0,0,0,0
SR3-b8db9d6da8114710,1,0,1,1,1,1,0,0,0,0
SR3-cd1fdb6f43e9af4a,0,0,0,0,0,0,0,0,1,1
SR3-d8bebd22329beb7f,0,0,1,1,0,0,0,0,1,1
SR3-9df676b7987522fa,0,0,0,1,0,0,0,0,1,1
SR3-1494f54bbe33bc0c,0,0,0,0,0,0,0,0,1,1
SR3-57f607b79d4652d4,0,0,1,1,1,1,0,0,0,0
SR3-64d31c27c0f1e048,0,0,0,0,0,0,0,0,1,1
SR3-9e3f984dc0991c0a,0,0,0,0,0,0,0,0,1,1
SR3-2a0cb370d85a2d4d,0,0,0,1,0,0,0,0,1,1
SR3-08cc330c22a23ec2,0,0,1,0,0,0,0,0,1,1
SR3-c31abf7307dc259a,0,0,1,1,0,0,0,0,1,1
SR3-95200c09574eaf22,0,0,0,0,0,0,0,0,1,1
SR3-58eefee0caeea2b1,0,0,0,0,0,0,0,0,1,1
SR3-4d1344bd56e24396,0,0,0,0,0,0,0,0,1,1
SR3-f90017d1d002ca8c,1,0,1,1,1,1,0,0,0,0
SR3-3a266d678b889dd7,0,0,0,0,0,0,0,0,1,1
SR3-67fd2204fb2d8c98,0,0,0,0,0,0,0,0,1,1
SR3-ddd1eab9388edd77,0,0,0,0,0,0,0,0,1,1
SR3-798127b1ebae86a0,0,0,1,1,0,0,0,0,1,1
SR3-25ba4e6671a7f0fd,0,0,0,0,0,0,0,0,1,1
SR3-74c7dfa285c835b1,0,0,0,1,0,0,0,0,1,1
SR3-83340b38d4431eeb,0,0,0,0,0,0,0,0,1,1
SR3-3216f363fe163c76,0,0,1,1,0,1,0,0,0,0
SR3-77bb67cbd77fba31,1,0,1,1,1,1,0,0,0,0
SR3-e303935e62f8a9c7,0,0,0,0,0,0,0,0,1,1
SR3-eab797b992a2f308,0,0,1,0,1,0,0,0,0,0
SR3-24e0a6db66670f4f,0,0,1,1,0,0,0,0,1,1
SR3-b2e37c547219abdf,0,0,0,0,0,0,0,0,1,1
SR3-3d3e6d2461e06ee4,0,0,0,1,0,0,0,0,1,1
SR3-b2d3c102e92b5340,0,0,1,1,1,1,0,0,0,0
SR3-fc9565e0b98d47d0,0,0,1,1,1,1,0,0,0,0
SR3-8540e69e6b69f13a,0,0,0,0,0,0,0,0,1,1
SR3-f26a7af6372910d1,0,0,1,0,0,0,0,0,1,1
SR3-196077200cfbe81f,0,0,0,0,0,0,0,0,1,1
SR3-a1ac2688f7245df8,0,0,0,0,0,0,0,0,1,1
SR3-b8a252c649adc59f,1,1,1,1,1,1,0,0,0,0
SR3-2a03194afbbee42e,0,0,0,0,0,0,0,0,1,1
SR3-ba22176361b55451,0,0,0,0,0,0,0,0,1,1
SR3-66ffc15e1c22c3e3,0,0,0,0,0,0,0,0,1,1
SR3-e50f7765883391c1,0,0,1,1,0,0,0,0,1,1
SR3-0d4801d3e8b5db68,0,0,0,0,0,0,0,0,1,1
SR3-3cc94cb805a79406,0,0,1,1,1,1,0,0,0,0
SR3-8a251fa040d2d9b1,0,0,1,0,0,0,0,0,1,1
SR3-c45cdff913107b6e,0,0,0,0,0,0,0,0,1,1
SR3-2ea4493e8a1411c3,0,0,0,0,0,0,0,0,1,1
SR3-4b5e4dbe74393af1,0,0,0,0,0,0,0,0,1,1
SR3-d492413bf497189e,0,0,1,1,0,0,0,0,1,1
SR3-d2f9211a02a4c4b1,0,0,0,0,0,0,0,0,1,1
SR3-a6aa9653044e9e8f,0,0,0,0,0,0,0,0,1,1
SR3-0707ea29cbb14a1a,0,0,1,1,1,1,0,0,0,0
SR3-b396c35e7ec8d4ee,0,0,1,1,1,1,0,0,0,0
SR3-8a449ed5c4b14e43,0,0,0,0,0,0,0,0,1,1
SR3-2ed48e0096775ec4,0,0,1,1,0,0,0,0,1,1
SR3-1adfa3f2f1d37f05,0,0,0,0,0,0,0,0,1,1
SR3-81ef7133424daac9,0,0,0,0,0,0,0,0,1,1
SR3-76c72643495ff50a,0,0,0,0,0,0,0,0,1,1
SR3-f853fc1b99110157,0,0,0,1,0,0,0,0,1,1
SR3-c918b724ed4cef5a,0,0,1,0,1,1,0,0,0,0
SR3-a04e852b9017b114,0,0,1,1,0,0,0,0,1,1
SR3-7050f8c56bbb5174,0,0,1,1,1,0,0,0,0,0
SR3-0386ccf338a4fc01,0,0,1,1,1,1,0,0,0,0
SR3-aaeaf09e4ce9d41b,0,0,1,1,0,0,0,0,1,1
SR3-e60f165148ab7364,0,0,1,1,1,1,0,0,0,0
SR3-b8d6025ff030a48d,0,0,0,0,0,0,0,0,1,1
SR3-836738c84eb1d8ef,0,0,0,0,0,0,0,0,1,1
SR3-c170c0f2ba702861,1,0,1,1,1,1,0,0,0,0
SR3-8b600f251f3d02e7,0,0,0,1,0,0,0,0,1,1
SR3-75ead444b2672930,0,0,0,0,0,0,0,0,1,1
SR3-1878250d76050acf,0,0,1,1,0,0,0,0,1,1
SR3-c146df17bfd6fa5a,0,0,0,0,0,0,0,0,1,1
SR3-4f2303230708abd5,0,0,1,1,1,1,0,0,0,0
SR3-3644655d5c852098,0,0,0,0,0,0,0,0,1,1
SR3-6554a93555bcc93b,1,0,1,1,1,1,0,0,0,0
SR3-907e0f2db64f905a,1,1,1,1,1,1,0,0,0,0
SR3-f9a4d3f6ec75b399,0,0,1,0,1,1,0,0,0,0
SR3-9990adfa8eb3e304,0,0,1,1,1,1,0,0,0,0
SR3-ac1b9aa44e241e5b,1,0,1,0,0,1,0,0,0,0
SR3-9a25e6c0beb12a0a,0,0,1,0,1,1,0,0,0,0
SR3-906df915915b6dca,0,0,0,0,0,0,0,0,1,1
SR3-5c9159de7ac25c52,0,0,0,0,0,0,0,0,1,1
SR3-d298f519302f0930,0,0,0,1,0,0,0,0,1,1
SR3-c7dadd889782011b,0,0,1,0,0,0,0,0,1,1
SR3-a7ae0a6e24a9bb9b,0,0,0,0,0,0,0,0,1,1
SR3-6bde09c7934b9afa,1,1,1,1,1,1,0,0,0,0
SR3-f80077e331cebed3,0,0,1,1,1,1,0,0,0,0
SR3-18353291510ff0ba,1,1,1,1,0,0,0,0,1,1
SR3-24308bc62310d965,0,0,0,0,0,0,0,0,1,1
SR3-37cba93f3c3c308f,0,0,1,1,1,1,0,0,0,0
SR3-135ddc789559bb78,0,0,1,0,0,0,0,0,1,1
SR3-3120930d50094b2b,0,0,0,0,0,0,0,0,1,1
SR3-c0ededab8841f1f8,0,0,1,1,0,0,0,0,1,1
SR3-072c8a09c5f311d6,0,0,0,0,0,0,0,0,1,1
SR3-e54ce57501d9f9a7,0,0,1,1,0,0,0,0,1,1
SR3-b72520ff68e6250f,0,0,1,0,1,1,0,0,0,0
SR3-b597bd661f623772,0,0,0,0,0,0,0,0,1,1
SR3-21e6cf3f52ed10a5,0,0,0,0,0,0,0,0,1,1
SR3-2779b13a658c1252,0,0,0,0,0,0,1,1,0,0
SR3-e7cce588389cf651,0,0,0,0,0,0,0,0,1,1
SR3-12148ffdc8a60222,0,0,0,0,0,0,0,0,1,1
SR3-22b2347f638bcc27,0,0,0,0,0,0,0,0,1,1
SR3-5f212d2653637d58,1,0,1,1,0,0,0,0,1,1
SR3-e547e5a4eb8789dd,0,0,0,0,0,0,0,0,1,1
SR3-e7778da8e00e7f5e,0,0,0,0,0,0,0,0,1,1
SR3-f6c43eb080c39091,1,0,1,1,1,1,0,0,0,0
SR3-8f0ae20852ea967b,1,0,1,0,1,1,0,0,0,0
SR3-b34fdb29ff132458,0,0,0,0,0,0,0,0,1,1
SR3-b886f9cb87cc060a,0,0,1,1,1,0,0,0,0,0
SR3-f5be6eecbde4dff7,0,0,0,0,0,0,0,0,1,1
SR3-568024605418fff3,1,0,1,1,1,1,0,0,0,0
SR3-d4bce7d617ec8268,1,1,1,1,1,1,0,0,0,0
SR3-ca50cf74d8f1b963,0,0,0,0,0,0,0,0,1,1
SR3-a84fc832b7f72f9c,0,0,0,0,0,0,0,0,1,1
SR3-12e2dc8429914083,0,0,0,1,0,0,0,0,1,1
SR3-1670ccb7f747628e,0,0,0,0,0,0,0,0,1,1
SR3-09dcd08fe8b7f9bd,0,0,0,0,0,0,0,0,1,1
SR3-ab9b347c798cbc87,0,0,1,1,1,0,0,0,0,0
SR3-a42a503fabd79483,0,0,1,0,0,0,0,0,1,1
SR3-da52370122718d5c,0,0,0,0,0,0,0,0,1,1
SR3-e67e6cf6c5cc8a91,1,1,1,1,1,1,0,0,0,0
SR3-7e637dbf50230d08,1,0,1,1,0,0,0,0,1,1
SR3-f2505a0216319729,0,0,1,1,0,0,0,0,0,0
SR3-33480b4228f2e81d,0,0,0,0,0,0,0,0,1,1
SR3-cfb0e8ff372c72a2,1,1,1,1,1,1,0,0,0,0
SR3-bb4c336ea808655d,0,0,1,1,0,0,0,0,1,1
SR3-fcb0c7beb5ece002,0,0,1,1,0,0,0,0,1,1
SR3-51e17efda81edcef,0,0,1,0,1,1,0,0,0,0
SR3-a845f63f0b54cdbc,1,1,1,1,1,1,0,0,0,0
SR3-2629fb48cb6002f1,1,1,1,1,1,1,0,0,0,0
SR3-20491898aab98da0,0,0,0,0,0,0,0,0,1,1
SR3-e51cb9c35f1a0d40,0,0,0,0,0,0,0,0,1,1
SR3-c03c6b3e35d4d54c,0,0,0,1,0,0,0,0,1,1
SR3-813e1456bd09a785,0,0,0,0,0,0,0,0,1,1
SR3-2d21c59371290630,0,0,1,0,0,0,0,0,0,0
SR3-96b72672972db9cd,0,0,1,1,0,0,0,0,1,1
SR3-d782ba38b94831d7,0,0,1,1,0,0,0,0,1,1
SR3-d21c24edee2c2f94,0,0,0,1,0,0,0,0,1,1
SR3-63ef07c3479b7d40,0,0,0,0,0,0,0,0,1,1
SR3-a8994aa9e27dd63e,0,0,0,1,0,0,0,0,1,1
SR3-05f4c49d746c26e6,0,0,0,0,0,0,0,0,1,1
SR3-e70d8b86d2bc7645,0,0,1,1,0,1,0,0,0,0
SR3-08c1de628693c334,0,0,1,0,1,0,0,0,0,0
SR3-92a2dfa254fa4af2,0,0,0,0,0,0,0,0,1,1
SR3-1fb37040c05750ed,1,0,1,1,0,1,0,0,1,0
SR3-2da1ab75623ed4ed,0,0,1,0,0,0,0,0,1,1
SR3-3e380db79ebaa56a,0,0,0,0,0,0,0,0,1,1
SR3-7027edb86fc609ee,1,0,1,0,1,0,0,0,0,0
SR3-4568c27f8c1308fb,0,0,1,1,1,1,0,0,0,0
SR3-fb8b12c1ea239bec,0,0,0,0,0,0,0,0,1,1
SR3-eacc3619f19458de,0,0,1,1,1,1,0,0,0,0
SR3-9125b407128ac7c7,1,1,1,1,1,1,0,0,0,0
SR3-f7ad1304ff350ea5,0,0,0,1,0,0,0,0,1,1
SR3-011331eaeed2d054,0,0,1,1,0,0,0,0,1,1
SR3-76043a403d6cd4fc,0,0,0,0,0,0,0,0,1,1
SR3-8e5be224eb3e2e12,0,0,0,1,0,0,0,0,1,1
SR3-c84ff1119a67cd49,1,0,1,1,1,1,0,0,0,0
SR3-3065c578cff66bb9,0,0,0,0,0,0,0,0,1,1
SR3-b043d605a43cc8c5,1,0,1,1,0,0,0,0,1,1
SR3-bee8f71c3287be4d,0,0,0,0,0,0,0,0,1,1
SR3-c44081309e614496,1,1,1,1,1,1,0,0,0,0
SR3-d1f9d8c915875699,0,0,0,0,0,0,0,0,1,1
SR3-c4b6f3ddf55aba40,0,0,0,0,0,0,0,0,1,1
SR3-11bc49b8b38f0c84,0,0,0,0,0,0,0,0,1,1
SR3-facbf6d7f2951978,0,0,0,0,0,0,0,0,1,1
SR3-d99d3822c557f7b8,0,0,0,0,0,0,0,0,1,1
SR3-a4bf5485cd6b436a,0,0,0,0,0,0,0,0,1,1
SR3-5d29bc1962a4a65d,0,0,1,0,0,0,0,0,1,1
SR3-fe470446a7d2a15e,0,0,0,0,0,0,0,0,1,1
SR3-3c955186c38edc83,0,0,0,0,0,0,0,0,1,1
SR3-6d2171ec28127822,0,0,0,0,0,0,0,0,1,1
SR3-fe778c61c80891f6,0,0,0,0,0,0,0,0,1,1
SR3-aed4cc02334af261,0,0,1,0,0,0,0,0,1,1
SR3-c1e07a6efde95c63,0,0,0,0,0,0,0,0,1,1
SR3-c202c6082b5f9ab2,0,0,0,0,0,0,0,0,1,1
SR3-1b2a3279434d46c0,0,0,0,0,0,0,0,0,1,1
SR3-3b8563105a539fcd,0,0,0,0,0,0,0,0,1,1
SR3-0de2a3a239cc5e31,1,1,1,1,1,1,0,0,0,0
SR3-19de81fab2598250,0,0,1,0,1,1,0,0,0,0
SR3-bce92d55291e993b,0,0,0,1,0,0,0,0,1,1
SR3-73db9c1dae4f5b73,1,1,1,1,1,1,0,0,0,0
SR3-06c84739061aebed,0,0,0,0,0,0,0,0,1,1
SR3-ac0a180b3e3a111e,1,1,1,0,0,0,0,0,1,1
SR3-165e57ee9ad8a747,1,0,1,1,0,1,0,0,0,0
SR3-f4dddebb64b930b0,0,0,1,0,0,0,0,0,1,1
SR3-76ef59152a0e0cf4,0,0,0,1,0,0,0,0,1,1
SR3-532795773531f049,0,0,1,0,0,0,0,0,1,1
SR3-dd174930cb139989,0,0,1,1,0,0,0,0,1,1
SR3-034339091e0bc7b3,0,0,0,0,0,0,0,0,1,1
SR3-219ae37fadaf0890,0,0,0,1,0,0,0,0,1,1
SR3-439d53aeb389ac2a,0,0,1,1,1,1,0,0,0,0
SR3-2ef87efb484210bb,0,0,0,1,0,0,0,0,1,1
SR3-7286974ca00f930a,0,0,1,1,0,1,0,0,0,0
SR3-5de24a3379459948,0,0,0,0,0,0,0,0,1,1
SR3-4cdd2bf33ccef948,0,0,0,0,0,0,0,0,1,1
SR3-edb26ba0c0d08393,0,0,0,0,0,0,0,0,1,1
SR3-8fe431c107b69620,0,0,0,0,0,0,0,0,1,1
SR3-a142b2a9d68a3d7e,0,0,1,1,1,1,0,0,0,0
SR3-856971ffdf362c8d,0,0,0,0,0,0,0,0,1,1
SR3-d95c24e1eaa494de,0,0,0,0,0,0,0,0,1,1
SR3-0b45ffb63140d101,0,0,0,0,0,0,0,0,1,1
SR3-af9d0ab968c3ab39,0,0,0,0,0,0,0,0,1,1
SR3-a1ede13f51f151ee,0,0,0,0,0,0,0,0,1,1
SR3-e39063abc219904c,1,1,1,1,1,1,0,0,0,0
SR3-b2c26b389134b63f,0,0,0,0,0,0,0,0,1,1
SR3-b267f7c809328723,0,0,1,1,0,0,0,0,1,1
SR3-81b4a747c2cc9772,0,0,0,0,0,0,0,0,1,1
SR3-868aef1540a0ef14,0,0,0,0,0,0,0,0,1,1
SR3-46f5d9bb1c867547,0,0,0,0,0,0,0,0,1,1
SR3-15804425e3f674a4,0,0,0,0,0,0,0,0,1,1
SR3-ab912414d609f99a,0,0,0,0,0,0,0,0,1,1
SR3-53c96012addd4074,0,0,0,0,0,0,0,0,1,1
SR3-b72963aaf72e923a,0,0,0,1,0,0,0,0,1,1
SR3-5160d41b2f3508a4,0,0,0,0,0,0,0,0,1,1
SR3-e09a8ba5073ed833,0,0,0,0,0,0,0,0,1,1
SR3-4ddc8c08538cddcb,0,0,0,1,0,0,0,0,1,1
SR3-eff382ae1aba7e3e,0,0,1,0,1,1,0,0,0,0
SR3-d935dd4f5bef5a7c,0,0,0,0,0,0,0,0,1,1
SR3-b891cdfff6bc493e,0,0,0,0,0,0,0,0,1,1
SR3-6e4317f705690771,0,0,1,0,0,0,0,0,1,1
SR3-d38ee49338ce7480,0,0,0,0,0,0,0,0,1,1
SR3-ffe64eab5c5fafd4,0,0,0,0,0,0,0,0,1,1
SR3-41d80172cb4ebcac,1,1,1,1,0,0,0,0,0,0
SR3-d326720843540a21,0,0,0,0,0,0,0,0,1,1
SR3-b2db38b91e4e0300,1,1,1,1,1,1,0,0,0,0
SR3-ebc788baf65dd686,0,0,1,1,0,0,0,0,1,1
SR3-0b2378ffb31544d7,0,0,0,0,0,0,0,0,1,1
SR3-6cd2de613acb0ef1,0,0,0,0,0,0,0,0,1,1
SR3-dbfc7ac9ff0b1da9,1,1,1,1,0,0,0,0,1,1
SR3-98d3ace1ce15bce7,0,0,1,0,0,0,0,0,1,1
SR3-7fb0ed6b7fbba75a,0,0,0,0,0,0,0,0,1,1
SR3-155b388f11c3bd04,0,0,1,0,1,0,0,0,0,0
SR3-e629dfc919f50d4f,1,1,1,1,1,1,0,0,0,0
SR3-0456eb06704cf813,1,0,1,1,0,0,0,0,1,1
SR3-20cf34ace2e09c19,0,0,1,1,0,0,0,0,1,1
SR3-e4836d6f611bcc74,0,0,1,1,1,1,0,0,0,0
SR3-40edea6b9e87076d,0,0,0,1,0,0,0,0,1,1
SR3-4f8f9172a516a561,0,0,0,0,0,0,0,0,1,1
SR3-cd28fc528acee891,0,0,1,1,0,0,0,0,1,1
SR3-160f1cb5ab7173f0,0,0,0,0,0,0,0,0,1,1
SR3-17aeab1b19ea0a83,0,0,0,0,0,0,0,0,1,1
SR3-207fc9f247a89fef,0,0,0,0,0,0,0,0,1,1
SR3-9c2ec4b67fdaa562,1,1,1,1,0,0,0,0,1,1
SR3-043b1e8d76d6b908,0,0,0,0,0,0,0,0,1,1
SR3-a713f21431b82e58,0,0,1,0,1,0,0,0,0,0
SR3-19b122ab730c3756,0,0,1,0,1,1,0,0,0,0
SR3-ea470c7b23e64990,0,0,0,0,0,0,0,0,1,1
SR3-ae6add73f125cdd0,0,0,1,1,1,1,0,0,0,0
SR3-82a6a996578609bb,1,1,1,1,1,1,0,0,0,0
SR3-7a4912951147fad8,0,0,1,1,0,0,0,0,1,1
SR3-7e767a7b76630b78,0,0,0,0,0,0,0,0,1,1
SR3-ac9a98c4f8c5b238,0,0,0,0,0,0,0,0,1,1
SR3-1d88a52cc80fa22b,0,0,0,0,0,0,0,0,1,1
SR3-5aac98c4fd6f9971,0,0,1,1,1,0,0,0,0,0
SR3-1d591e67d8e20903,0,0,0,0,0,0,0,0,1,1
SR3-bbba68e50b976dd2,0,0,0,0,0,0,0,0,1,1
SR3-0b305545d0ac7dd1,0,0,0,0,0,0,0,0,1,1
