record_id,human_title,human_title_abstract,human_final,chatgpt_title,gemini_title,chatgpt_title_abstract,gemini_title_abstract,chatgpt_full_text_tf,gemini_full_text_tf,chatgpt_one_shot,gemini_one_shot,chatgpt_title_missing,gemini_title_missing,chatgpt_title_abstract_missing,gemini_title_abstract_missing,chatgpt_full_text_tf_missing,gemini_full_text_tf_missing,chatgpt_one_shot_missing,gemini_one_shot_missing
SR1-fde4a3e093705bd8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SR1-02c97fd21d2a2e0a,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
SR1-d714a08d81590510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-bd25a3d4e9497a73,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SR1-ece30e50fabbd732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-3600eba754720822,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
SR1-5399fed3f2fe4126,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
SR1-e757fd80ff4d87ac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-c1b96eb76a69cdcb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-39bbfe3e9b511f85,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
SR1-c23bbd86c7d314b9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-62958a1a5eb3100d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-32eabbb818ed421e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-b842f73ed047c44a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-a1d0e2b33b049601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-ff27eb313edaac90,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SR1-bdd57919b2beb90b,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
SR1-4e02ccb2ae964054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-451cdd9f93c9718c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-f73f79f0fe4dbdc7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-53327c7fe1709bd3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-c6aaa3729da31f83,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SR1-bfd737a11eb581ae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-3d6adf53251c19dd,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SR1-38827968af842161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-fa568567a08c9aba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-606cb8ae6e2af2e4,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
SR1-70162be5ffe92336,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
SR1-3f853b5447ac66d7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-9832724c0e6fad02,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SR1-69c6c342053bd48c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-6e6c4eb8f62f54b8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-818e4ee6267a0fca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-0c7ac8f2aeb35dee,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-95398eb11866298f,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SR1-b236b40777da9ab4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-3e627b9d1ddc9ebc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-700d45c4a3f46dcb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-a9ab310593676ddb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SR1-e7cdf60e354e988a,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SR1-c93f9e4d1d234a2e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SR1-6995b7a98794a49e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-6c977330d0c40c52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-af37af726bec0e8e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-ada97837ef12cb60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-177d2eabf8bab094,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SR1-0f617ea255627aaa,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SR1-e1ac08b5f105e716,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0
SR1-f671f03b53ac026e,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-42deb68d89820dc1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-37b6be7514c9ae58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-829e51bbcba2f2c9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-102340ea964bc6f1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SR1-da76738faf22f86c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-6884a5e3106c2cc3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-b5f9b2d3876b90fe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-0f0f6eb424bd53e0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-973126aacd5dc4e4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-a63e514b8de8f68d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-dc2476daa9d36335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-3dab752cbc623048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-f26735adc14aa0d9,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
SR1-ffc52a50dc3a59f5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-c46c918d4094f01f,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-f1759e77b19c439d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-d39bd0d44eca5e5e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-87e062432acb6a68,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-bc4ecbecf50e6df2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SR1-8a5a92ed6c469e53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-56e5feb6a7c31aae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-f4a88cffd4da9d36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-22641ecade70abea,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-237c0dc9d791fa5f,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
SR1-4eed1045bab6b8be,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-3a2e1fabd47934d4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-e12a70cda784f7d8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SR1-35dcf19661354061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-bf48cdcb2a2a2936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SR1-cabf0a7f9616a103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SR1-be5ac9b236cc6131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-dd633259b0fc5da9,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
SR1-374bcad96063d582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-801919f95abd783d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-5515c3ca370b26ef,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
SR1-69abb2e511b53f78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-d89353785bae47c1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0
SR1-691891019895b5f7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-21f803f6f4ec7e75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-74bd6e3f7ec37ec8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-283514682884258d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-9d5cf280d28d4332,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SR1-c8aa46f7e39aaac0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-bf1963bec31884db,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-0b9689601b404dcc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-f572bd3181f05215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SR1-b07bce53794b688d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-e5a2191d4ce8d908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SR1-75ea49363bbe247c,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SR1-3cadd3ab7419cfc9,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
SR1-5a9c3f02446b48eb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-462dd6a38d0db6e7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-92c30aab941454f8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-3d5298c7c2a4694e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-924b1fc65eeebda6,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
SR1-496c6a515aba95d7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-c3225d19c2e5e103,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
SR1-e87b476ea8a3b504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-9bb7cf21e7277860,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SR1-008c840a3a8c0cd4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SR1-b016a6c38dcabf95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-98b07efea5bd46c2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
SR1-bd6dd20ba9b3c137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-1ad28768edf8c9d5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-fa0a5d7a0e39f6e6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-49e7d5939f640381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SR1-dc43fed1e3d5769f,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-7d518125fc6d044e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SR1-13e029ce5165ed5e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-1389455fd4fc980c,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-e38cf1bfe8363778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-b2c698a0c29a02de,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-b9a1e5e12262a745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-1ec4a64d3d5f3222,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SR1-fd7058592ef1797a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-a5b0f7f2349cc467,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
SR1-61023d92bfbc22c3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-2d44b47b53eac871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-8331f769a65b5493,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-9ae722e5357e02cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-082fdc2267c59681,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SR1-4d1189bc5520fdc5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-2bf4dab8ea8fc038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-ac950b28e96bf452,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-30ae1fe3e7598219,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SR1-5cb786fc3462307b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-50949f615964fbfe,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0
SR1-83395657619531f2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SR1-2c610fa81b7e6cdd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-ac00081391d69555,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-9ec0d684e955a86d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-ba075dc69b4a7f89,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SR1-7fe424a3d4097702,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-f9ec665ac90a8350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-3edf02f54558be39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-d4f9e19a23f97ca1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SR1-eb09e7a85da98524,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
SR1-076487bd2159ca23,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
SR1-8ffdcff0bba0ce0b,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SR1-d5cbdff315064f6d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-e92184345d6dda69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-ec8505ac7905d9b7,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0
SR1-546124394118180e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-fbdff6373dc24a93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-d9d3c69b53559047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-41bf7c453d589361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-79745a057b17bfb6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-f1edfc33ae0e2ec7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-ac30fccb6f084ffe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-c17546a71fea7455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-e86fd55a9c92c0cb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-d64542f01c0e6d1a,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-9bf18d7dab49d4da,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-322a6ace901f71d7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-99f50a818df80d84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-48a6021b53abb2e2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-f3c065809defbba7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-77ccba8794e9c0f2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
SR1-7272f89608bab5bd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-dd7212bcabb7696b,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-11c81760aaae3535,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0
SR1-c2828809fec408fc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-94b776f9efe2cacb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-5fae72997b16416a,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-60ced11fe1fe473c,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
SR1-cfec357d5a6effa1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-4b6feeacb6152dee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-e2cd40aa090e8876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-02c07727ecef1dc6,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
SR1-a7bd586f8bf4b8a0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-c9b41cde7dc63477,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-bc78b420d05840b6,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
SR1-978d2a348c67e195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-069e6b5eddf59737,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
SR1-0ef463020bf2fe59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-2cfa67e8ebeb5337,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
SR1-ca01d006af069652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-28e5f7d21b64236c,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SR1-4d3d814a389317be,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-85a563a432fe4e19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-3bfbe94b8f1dcb08,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SR1-e487b8ab9ae5841c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-cb91b244857e1279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-9ace9a13245e756e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-95eac3d50dcf755f,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
SR1-cabdf0bd10ab8b7f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-4f066a6a83e037a0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SR1-c26c17384d19469b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-b36f49ef93be2219,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
SR1-00e9857c34229365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-501a068a18acfc91,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SR1-7bf6c3381c27d72b,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SR1-aeafb0af4515e5ed,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
SR1-f8c48529254d5a48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-948ffd84f84628c2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-8113d40baa690729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-3947cc0da6adc04b,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
SR1-0d2ce91152c2b658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-9e6ff7b6be3b0aad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-85791a56ab2d77f3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-b64bda1c152a59ec,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-d2bf844b9051d5ba,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SR1-5c71dfb0cdd30f18,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
SR1-d84e53db9e06eb89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-6476c68678690fea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-bd57863351eb7387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-363f70c5a2887917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-33cb1f9d14c2482a,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
SR1-7a59a130f4f31fd1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-a32eb22e1a28161b,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SR1-c4efe80bced38cf7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-a6fbb7b500bdcd6c,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SR1-0d5fc8de98d2a15d,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0
SR1-5b3722f960325fe5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-34eefe38a7f70cfe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-4e9afc69cff4b0e7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SR1-aae45ff66ac45b37,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
SR1-9d877d28fbc02e03,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
SR1-bd5844805a1b8e07,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0
SR1-d68292e4147b1d62,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
SR1-ca07aae837876e44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-a5bc3f24531c4952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-17b9c3509043f4ce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-07668f7510e66597,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-c59aa645a5e5c636,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-42a3ee05510c9ffc,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-afbeedff847fbb4c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-cd6063c7fdf37607,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
SR1-34033dd9ba6b94f8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-34000756cb32bd2a,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
SR1-e536344a5eb755a5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-fcfd42f9c0f93c17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SR1-1178a62f2d7471b8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SR1-9c77e9ccb48c0f08,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SR1-da9e35f0d27c9b73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SR1-007bdb0d37f087e7,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
SR1-8186d08c4f7a9856,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0
SR1-af592f9946d0cff4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-c53b6fa7f9449e3f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-66d565ec7817b86c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-f1b0741f38a061d5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-1c3b1be11f3654fe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-e50214a0d2441744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-01fd6d4ed22c6918,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
SR1-d3cbf4d5f23ef750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-783dec13bb13dc9d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR1-e01341d2b411301c,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
